GenomeRep	Count	CentDist
OP233414.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_UT-UPHL-220804337734_2022__complete_genome	344	0.000675238372093023
OV538610.1_|Severe_acute_respiratory_syndrome_coronavirus_2_genome_assembly__chromosome-_1	343	0.000247460641399417
OU217620.1_|Severe_acute_respiratory_syndrome_coronavirus_2_genome_assembly__chromosome-_1	338	0.000475772189349112
OW544591.1_|Severe_acute_respiratory_syndrome_coronavirus_2_genome_assembly__chromosome-_1	332	0.00051991265060241
OL750941.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_TN-CDC-ASC210481859_2021__complete_genome	331	0.000616625377643505
OM139595.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_MN-CDC-IBX743925479334_2021__complete_genome	330	0.000531275757575758
OP733580.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_AL-CDC-STM-ASKVWDTRB_2022__complete_genome	329	0.000611829787234043
OM229897.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_UT-UPHL-220103892459_2021__complete_genome	320	0.000703553125
OV234781.1_|Severe_acute_respiratory_syndrome_coronavirus_2_genome_assembly__chromosome-_1	320	0.0005407
MW864300.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_IL-CDC-QDX23132395_2021__complete_genome	319	0.000629241379310345
OV373083.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_hCoV-19_Switzerland_SO-ETHZ-35118374_2021_genome_assembly__chromosome-_1	313	0.000518900958466454
MW897602.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_NV-CDC-2-4121909_2021__complete_genome	312	0.000569397435897436
OU936714.1_|Severe_acute_respiratory_syndrome_coronavirus_2_genome_assembly__chromosome-_1	312	0.000602410256410256
OP550730.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_UT-UPHL-220923287504_2022__complete_genome	309	0.000711990291262136
OL864728.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_MI-CDC-STM-R4TBZTSSF_2021__complete_genome	308	0.000664087662337662
MZ210449.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_FL-CDC-ASC210056957_2021__complete_genome	307	0.000642697068403909
OP803979.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_UT-UPHL-221031453406_2022__complete_genome	307	0.000628185667752443
OK617356.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_CA-CDC-ASC210333821_2021_ORF1ab_polyprotein_{ORF1ab}__ORF1a_polyprotein_{ORF1ab}__surface_glycoprotein_{S}__ORF3a_protein_{ORF3a}__envelope_protein_{E}__membrane_glycoprotein_{M}__ORF6_protein_{ORF6}__ORF7a_protein_{ORF7a}__and_ORF7b_{ORF7b}_genes__complete_cds__ORF8_gene__complete_sequence__and_nucleocapsid_phosphoprotein_{N}_and_ORF10_protein_{ORF10}_genes__complete_cds	306	0.000526388888888889
OL481813.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_CA-CDC-ASC210474880_2021_ORF1ab_polyprotein_{ORF1ab}__ORF1a_polyprotein_{ORF1ab}__surface_glycoprotein_{S}__ORF3a_protein_{ORF3a}__envelope_protein_{E}__membrane_glycoprotein_{M}__ORF6_protein_{ORF6}__ORF7a_protein_{ORF7a}__and_ORF7b_{ORF7b}_genes__complete_cds__ORF8_gene__complete_sequence__and_nucleocapsid_phosphoprotein_{N}_and_ORF10_protein_{ORF10}_genes__complete_cds	300	0.000635366666666667
OP960915.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_NJ-CDC-QDX43915678_2022__complete_genome	298	0.000568848993288591
OX383538.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_hCoV-19_Switzerland_ZH-UZH-IMV-3ba679d7_2022_genome_assembly__chromosome-_1	298	0.00054303355704698
OL896005.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_CA-CDC-STM-J8UA24EMN_2021_ORF1ab_polyprotein_{ORF1ab}__ORF1a_polyprotein_{ORF1ab}__surface_glycoprotein_{S}__ORF3a_protein_{ORF3a}__envelope_protein_{E}__membrane_glycoprotein_{M}__and_ORF6_protein_{ORF6}_genes__complete_cds__ORF7a_gene__complete_sequence__and_ORF7b_{ORF7b}__ORF8_protein_{ORF8}__nucleocapsid_phosphoprotein_{N}__and_ORF10_protein_{ORF10}_genes__complete_cds	295	0.000476986440677966
OM133202.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_CA-CDC-FG-218283_2021__complete_genome	295	0.000582366101694915
OU981931.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_hCoV-19_Switzerland_TG-ETHZ-672356_2021_genome_assembly__chromosome-_1	295	0.00051266779661017
OL857047.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_CA-CDC-FG-187838_2021__complete_genome	294	0.000576112244897959
OM295225.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_UT-UPHL-220107574840_2021__complete_genome	293	0.000613894197952218
OM217321.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_NV-CDC-FG-226451_2021__complete_genome	291	0.000578945017182131
ON721957.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_UT-UPHL-220607364341_2022_ORF1ab_polyprotein_{ORF1ab}__ORF1a_polyprotein_{ORF1ab}__surface_glycoprotein_{S}__ORF3a_protein_{ORF3a}__envelope_protein_{E}__membrane_glycoprotein_{M}__ORF6_protein_{ORF6}__and_ORF7a_protein_{ORF7a}_genes__complete_cds__ORF7b_gene__complete_sequence__ORF8_protein_{ORF8}_gene__complete_cds__and_nucleocapsid_phosphoprotein_{N}_gene__partial_cds	291	0.000664553264604811
OP628883.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_UT-UPHL-220930644757_2022__complete_genome	291	0.000685725085910653
OM139774.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_MI-CDC-STM-N4N6QNZFY_2021_ORF1ab_polyprotein_{ORF1ab}__ORF1a_polyprotein_{ORF1ab}__surface_glycoprotein_{S}__ORF3a_protein_{ORF3a}__envelope_protein_{E}__membrane_glycoprotein_{M}__ORF6_protein_{ORF6}__ORF7a_protein_{ORF7a}__ORF7b_{ORF7b}__ORF8_protein_{ORF8}__and_nucleocapsid_phosphoprotein_{N}_genes__complete_cds__and_ORF10_gene__complete_sequence	281	0.000463302491103203
OU118533.1_|Severe_acute_respiratory_syndrome_coronavirus_2_genome_assembly__chromosome-_1	278	0.000574579136690647
OV694416.1_|Severe_acute_respiratory_syndrome_coronavirus_2_genome_assembly__chromosome-_1	277	0.000595754512635379
OP983607.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_UT-UPHL-221130680708_2022__complete_genome	276	0.000682851449275362
MW935720.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_VSP1144_2021__complete_genome	275	0.000628509090909091
OL945405.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_KS-CDC-ASC210719327_2021_ORF1ab_polyprotein_{ORF1ab}__ORF1a_polyprotein_{ORF1ab}__and_surface_glycoprotein_{S}_genes__complete_cds__ORF3a_gene__complete_sequence__and_envelope_protein_{E}__membrane_glycoprotein_{M}__ORF6_protein_{ORF6}__ORF7a_protein_{ORF7a}__ORF7b_{ORF7b}__ORF8_protein_{ORF8}__nucleocapsid_phosphoprotein_{N}__and_ORF10_protein_{ORF10}_genes__complete_cds	275	0.00047324
OL736919.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_NY-CDC-LC0388765_2021__complete_genome	271	0.000572468634686347
MW758715.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_GA-CDC-STM-000023693_2021__complete_genome	270	0.000653259259259259
OU158741.1_|Severe_acute_respiratory_syndrome_coronavirus_2_genome_assembly__chromosome-_1	270	0.000615996296296296
OM174816.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_WV-CDC-LC0442829_2021__complete_genome	268	0.000612970149253731
OM230231.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_TX-CDC-FG-228206_2021_ORF1ab_polyprotein_{ORF1ab}__ORF1a_polyprotein_{ORF1ab}__surface_glycoprotein_{S}__ORF3a_protein_{ORF3a}__envelope_protein_{E}__membrane_glycoprotein_{M}__ORF6_protein_{ORF6}__ORF7a_protein_{ORF7a}__and_ORF7b_{ORF7b}_genes__complete_cds__ORF8_gene__complete_sequence__and_nucleocapsid_phosphoprotein_{N}_and_ORF10_protein_{ORF10}_genes__complete_cds	268	0.000501977611940298
OM294611.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_UT-UPHL-220107843063_2021__complete_genome	268	0.000557182835820895
OM163876.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_CO-CDPHE-2100779573_2021__complete_genome	267	0.000536187265917603
MZ578658.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_VSP1075_2021__complete_genome	264	0.000628011363636364
OU904828.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_hCoV-19_Switzerland_SG-ETHZ-671889_2021_genome_assembly__chromosome-_1	262	0.000442812977099237
OM147037.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_NM-CDC-QDX31963191_2021__complete_genome	261	0.000436551724137931
ON148834.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_1702788_2021__complete_genome	261	0.000578513409961686
OP313183.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_UT-UPHL-220816060157_2022__complete_genome	261	0.000609988505747126
OL863578.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_TX-CDC-STM-HCS6AF8W9_2021__complete_genome	259	0.000481196911196911
OU539071.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_hCoV-19_Switzerland_ZH-ETHZ-660079_2021_genome_assembly__chromosome-_1	251	0.000558390438247012
OV472793.1_|Severe_acute_respiratory_syndrome_coronavirus_2_genome_assembly__chromosome-_1	250	0.000494904
OM035488.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_MA-CDC-ASC210624291_2021__complete_genome	249	0.00062529718875502
OV664537.1_|Severe_acute_respiratory_syndrome_coronavirus_2_genome_assembly__chromosome-_1	248	0.000601092741935484
MZ512971.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_VSP2945_2021__complete_genome	246	0.000510634146341463
OV884747.1_|Severe_acute_respiratory_syndrome_coronavirus_2_genome_assembly__chromosome-_1	246	0.000146520325203252
MZ156668.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_VSP1756_2021__complete_genome	245	0.000566379591836735
OM541488.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_SD-CDC-4479814-001_2022__complete_genome	245	0.000575714285714286
OM081952.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_SD-CDC-2-5274805_2021__complete_genome	242	0.000633074380165289
OL977021.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_RI-CDCBI-CRSP_V6XZI3R3WZF62OGZ_2021__complete_genome	240	0.000516979166666667
OU112814.1_|Severe_acute_respiratory_syndrome_coronavirus_2_genome_assembly__chromosome-_1	237	0.00068853164556962
OM126516.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_CT-CDC-ASC210613858_2021__complete_genome	236	0.000427987288135593
OM487459.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_UT-UPHL-220129587336_2021__complete_genome	236	0.000519766949152542
OP871555.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_UT-UPHL-221110347845_2022__complete_genome	235	0.000707442553191489
BS002450.1_|Severe_acute_respiratory_syndrome_coronavirus_2_hCoV-19_Japan_SZ-NIG-Y212229_2022_RNA__complete_genome	234	0.000647696581196581
OL933280.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_FL-CDC-STM-DACQPCT8S_2021_ORF1ab_polyprotein_{ORF1ab}__ORF1a_polyprotein_{ORF1ab}__surface_glycoprotein_{S}__ORF3a_protein_{ORF3a}__envelope_protein_{E}__membrane_glycoprotein_{M}__and_ORF6_protein_{ORF6}_genes__complete_cds__ORF7a_gene__complete_sequence__and_ORF7b_{ORF7b}__ORF8_protein_{ORF8}__nucleocapsid_phosphoprotein_{N}__and_ORF10_protein_{ORF10}_genes__complete_cds	233	0.000655733905579399
OP914482.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_UT-UPHL-221118604239_2022__complete_genome	232	0.000663030172413793
OK626750.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_THA_AFRIMS-COV6851_2021_ORF1ab_polyprotein_{ORF1ab}__ORF1a_polyprotein_{ORF1ab}__surface_glycoprotein_{S}__ORF3a_protein_{ORF3a}__envelope_protein_{E}__membrane_glycoprotein_{M}__ORF6_protein_{ORF6}__ORF7a_protein_{ORF7a}__and_ORF7b_{ORF7b}_genes__complete_cds__ORF8_gene__complete_sequence__and_nucleocapsid_phosphoprotein_{N}_and_ORF10_protein_{ORF10}_genes__complete_cds	231	0.000644887445887446
OM073275.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_MA-CDCBI-CRSP_APY3HZFU764ELUP5_2021_ORF1ab_polyprotein_{ORF1ab}__ORF1a_polyprotein_{ORF1ab}__surface_glycoprotein_{S}__ORF3a_protein_{ORF3a}__envelope_protein_{E}__and_membrane_glycoprotein_{M}_genes__complete_cds__ORF6_gene__complete_sequence__ORF7a_protein_{ORF7a}_gene__complete_cds__ORF7b_gene__complete_sequence__and_ORF8_protein_{ORF8}__nucleocapsid_phosphoprotein_{N}__and_ORF10_protein_{ORF10}_genes__complete_cds	230	0.000600813043478261
OL336115.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_WA-S13304_2021_ORF1ab_polyprotein_{ORF1ab}__ORF1a_polyprotein_{ORF1ab}__and_surface_glycoprotein_{S}_genes__complete_cds__ORF3a_gene__complete_sequence__envelope_protein_{E}__membrane_glycoprotein_{M}__ORF6_protein_{ORF6}__ORF7a_protein_{ORF7a}__and_ORF7b_{ORF7b}_genes__complete_cds__ORF8_gene__complete_sequence__and_nucleocapsid_phosphoprotein_{N}_and_ORF10_protein_{ORF10}_genes__complete_cds	227	0.0005254140969163
MZ006353.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_FL-CDC-STM-000047382_2021__complete_genome	226	0.000599176991150443
OK189656.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_IND_Barcode47MN908947.3_2021__complete_genome	225	0.000680511111111111
OK295833.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_FL-CDC-ASC210154678_2021_ORF1ab_polyprotein_{ORF1ab}__ORF1a_polyprotein_{ORF1ab}__and_surface_glycoprotein_{S}_genes__complete_cds__ORF3a_gene__complete_sequence__envelope_protein_{E}__membrane_glycoprotein_{M}__and_ORF6_protein_{ORF6}_genes__complete_cds__ORF7a_gene__complete_sequence__and_ORF7b_{ORF7b}__ORF8_protein_{ORF8}__nucleocapsid_phosphoprotein_{N}__and_ORF10_protein_{ORF10}_genes__complete_cds	225	0.000616755555555556
OW557685.1_|Severe_acute_respiratory_syndrome_coronavirus_2_genome_assembly__chromosome-_1	222	0.000418567567567568
MW778142.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_FL-CDC-STM-000019167_2021__complete_genome	220	0.00054825
OL541706.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_UT-UPHL-211109769940_2021_ORF1ab_polyprotein_{ORF1ab}__ORF1a_polyprotein_{ORF1ab}__surface_glycoprotein_{S}__ORF3a_protein_{ORF3a}__envelope_protein_{E}__membrane_glycoprotein_{M}__ORF6_protein_{ORF6}__ORF7a_protein_{ORF7a}__and_ORF7b_{ORF7b}_genes__complete_cds__ORF8_gene__complete_sequence__and_nucleocapsid_phosphoprotein_{N}_and_ORF10_protein_{ORF10}_genes__complete_cds	220	0.000700763636363636
OM189693.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_CO-CDC-MMB12055645_2021__complete_genome	219	0.000441392694063927
ON215252.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_CA-CDPH-6000008753_2022__complete_genome	216	0.000583652777777778
OP924988.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_UT-UPHL-221115983706_2022__complete_genome	216	0.000691009259259259
OK246812.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_VSP3385_2021__complete_genome	215	0.000621586046511628
OP742516.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_NY-CDC-QDX42512348_2022__complete_genome	215	0.0006568
OM402938.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_UT-UPHL-220109810678_2021__complete_genome	214	0.000525457943925234
OK546905.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_SEARCH-9645_2020__complete_genome	212	0.000524075471698113
OM615069.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_RI-CDC-2-5488231_2022__complete_genome	212	0.000403325471698113
OL693580.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_NM-UNM-NM2021184356_2021_ORF1ab_polyprotein_{ORF1ab}__ORF1a_polyprotein_{ORF1ab}__and_surface_glycoprotein_{S}_genes__complete_cds__ORF3a_gene__complete_sequence__envelope_protein_{E}__membrane_glycoprotein_{M}__and_ORF6_protein_{ORF6}_genes__complete_cds__ORF7a_gene__complete_sequence__and_ORF7b_{ORF7b}__ORF8_protein_{ORF8}__nucleocapsid_phosphoprotein_{N}__and_ORF10_protein_{ORF10}_genes__complete_cds	211	0.000477497630331754
OL919136.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_DE-CDC-LC0408362_2021__complete_genome	211	0.000576312796208531
OU571246.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_hCoV-19_Switzerland_VD-CHUV-GEN5556_2021_genome_assembly__chromosome-_1	210	0.000479990476190476
OL962058.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_NJ-CDC-QDX31729837_2021_ORF1ab_polyprotein_{ORF1ab}__ORF1a_polyprotein_{ORF1ab}__surface_glycoprotein_{S}__ORF3a_protein_{ORF3a}__envelope_protein_{E}__membrane_glycoprotein_{M}__and_ORF6_protein_{ORF6}_genes__complete_cds__ORF7a_gene__complete_sequence__and_ORF7b_{ORF7b}__ORF8_protein_{ORF8}__nucleocapsid_phosphoprotein_{N}__and_ORF10_protein_{ORF10}_genes__complete_cds	209	0.000521645933014354
OM280807.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_UT-UPHL-211230639150_2021__complete_genome	209	0.000609583732057416
OW311027.1_|Severe_acute_respiratory_syndrome_coronavirus_2_genome_assembly__chromosome-_1	208	0.000567447115384615
OP942768.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_CA-CDC-STM-3NEBQ846J_2022__complete_genome	206	0.00062078640776699
MW731389.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_OR-CDC-2-3936715_2021__complete_genome	204	0.000534700980392157
OL597143.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_FL-CDC-STM-R5HRTUXSE_2021_ORF1ab_polyprotein_{ORF1ab}__ORF1a_polyprotein_{ORF1ab}__surface_glycoprotein_{S}__ORF3a_protein_{ORF3a}__envelope_protein_{E}__membrane_glycoprotein_{M}__ORF6_protein_{ORF6}__ORF7a_protein_{ORF7a}__and_ORF7b_{ORF7b}_genes__complete_cds__ORF8_gene__complete_sequence__and_nucleocapsid_phosphoprotein_{N}_and_ORF10_protein_{ORF10}_genes__complete_cds	203	0.000511788177339901
OL968484.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_LA-CDC-ASC210517067_2021__complete_genome	203	0.000578837438423645
OM035365.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_CA-CDC-ASC210536820_2021__complete_genome	203	0.000593162561576355
OM126510.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_NC-CDC-ASC210613850_2021__complete_genome	201	0.000424756218905473
OP454855.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_UT-UPHL-220912993239_2022__complete_genome	201	0.000704069651741294
OK296156.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_MN-CDC-ASC210038137_2021_ORF1ab_polyprotein_{ORF1ab}__ORF1a_polyprotein_{ORF1ab}__surface_glycoprotein_{S}__ORF3a_protein_{ORF3a}__envelope_protein_{E}__membrane_glycoprotein_{M}__and_ORF6_protein_{ORF6}_genes__complete_cds__ORF7a_gene__complete_sequence__and_ORF7b_{ORF7b}__ORF8_protein_{ORF8}__nucleocapsid_phosphoprotein_{N}__and_ORF10_protein_{ORF10}_genes__complete_cds	199	0.000531427135678392
OL967716.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_IL-CDC-ASC210512490_2021__complete_genome	197	0.000514010152284264
OK653104.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_CA-CDPH-2000044366_2021__complete_genome	196	0.000689107142857143
OP539436.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_S404X21_537607_2022__complete_genome	196	0.000546775510204082
OV261424.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_hCoV-19_Switzerland_ZH-ETHZ-673306_2021_genome_assembly__chromosome-_1	195	0.000556553846153846
OW738825.1_|Severe_acute_respiratory_syndrome_coronavirus_2_genome_assembly__chromosome-_1	195	0.00056974358974359
OL863941.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_PA-CDC-STM-WGCYG2N8H_2021_ORF1ab_polyprotein_{ORF1ab}__ORF1a_polyprotein_{ORF1ab}__surface_glycoprotein_{S}__ORF3a_protein_{ORF3a}__envelope_protein_{E}__membrane_glycoprotein_{M}__and_ORF6_protein_{ORF6}_genes__complete_cds__ORF7a_gene__complete_sequence__ORF7b_{ORF7b}_gene__complete_cds__ORF8_gene__complete_sequence__and_nucleocapsid_phosphoprotein_{N}_and_ORF10_protein_{ORF10}_genes__complete_cds	194	0.000696123711340206
OM263738.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_UT-UPHL-220109170256_2022__complete_genome	194	0.000467520618556701
OP789365.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_CA-CDC-QDX42861280_2022__complete_genome	194	0.000571649484536083
OM056102.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_WA-CDC-UW21121058882_2021_ORF1ab_polyprotein_{ORF1ab}__ORF1a_polyprotein_{ORF1ab}__surface_glycoprotein_{S}__ORF3a_protein_{ORF3a}__envelope_protein_{E}__membrane_glycoprotein_{M}__ORF6_protein_{ORF6}__ORF7a_protein_{ORF7a}__ORF7b_{ORF7b}__ORF8_protein_{ORF8}__nucleocapsid_phosphoprotein_{N}__and_ORF10_protein_{ORF10}_genes__complete_cds	193	0.00048000518134715
OL777491.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_MD-CDC-ASC210399508_2021__complete_genome	191	0.000499549738219895
OL864181.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_FL-CDC-STM-55VJ849ZZ_2021__complete_genome	190	0.000440473684210526
OP855947.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_UT-UPHL-221110388322_2022__complete_genome	190	0.000630147368421053
OL595125.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_NY-CDC-ASC210388160_2021_ORF1ab_polyprotein_{ORF1ab}__ORF1a_polyprotein_{ORF1ab}__surface_glycoprotein_{S}__ORF3a_protein_{ORF3a}__envelope_protein_{E}__membrane_glycoprotein_{M}__ORF6_protein_{ORF6}__ORF7a_protein_{ORF7a}__and_ORF7b_{ORF7b}_genes__complete_cds__ORF8_gene__complete_sequence__and_nucleocapsid_phosphoprotein_{N}_and_ORF10_protein_{ORF10}_genes__complete_cds	189	0.000606544973544974
OM195292.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_IN-CDC-STM-9TNNYXHSN_2021__complete_genome	189	0.000587793650793651
OM121694.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_SC-CDC-LC0438405_2021_ORF1ab_polyprotein_{ORF1ab}__ORF1a_polyprotein_{ORF1ab}__surface_glycoprotein_{S}__ORF3a_protein_{ORF3a}__envelope_protein_{E}__membrane_glycoprotein_{M}__ORF6_protein_{ORF6}__ORF7a_protein_{ORF7a}__ORF7b_{ORF7b}__ORF8_protein_{ORF8}__and_nucleocapsid_phosphoprotein_{N}_genes__complete_cds__and_ORF10_protein_{ORF10}_gene__partial_cds	185	0.000638291891891892
OV179059.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_hCoV-19_Switzerland_AG-ETHZ-34889653_2021_genome_assembly__chromosome-_1	185	0.000424432432432432
OM101937.1_|Severe_acute_respiratory_syndrome_coronavirus_2_isolate_SARS-CoV-2_human_USA_PA-CDC-STM-5KC5S5UZ9_2021__complete_genome	184	0.000506369565217391
